movieId,title,genres,clean_title
810,Kazaam (1996),Children's|Comedy|Fantasy,kazaam
811,"Bewegte Mann, Der (1994)",Comedy,bewegte mann der
812,Magic Hunter (1994),Drama,magic hunter
813,Larger Than Life (1996),Comedy,larger than life
814,"Boy Called Hate, A (1995)",Drama,boy called hate a
815,Power 98 (1995),Action|Mystery|Thriller,power 98
816,Two Deaths (1995),Drama,two deaths
818,"Very Brady Sequel, A (1996)",Comedy,very brady sequel a
819,Stefano Quantestorie (1993),Comedy|Drama,stefano quantestorie
820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,death in the garden mort en ce jardin la
821,"Crude Oasis, The (1995)",Romance,crude oasis the
822,Hedd Wyn (1992),Drama,hedd wyn
823,"Collectionneuse, La (1967)",Drama,collectionneuse la
824,Kaspar Hauser (1993),Drama,kaspar hauser
825,Echte Kerle (1996),Comedy|Romance,echte kerle
826,Diebinnen (1995),Drama,diebinnen
827,"Convent, The (Convento, O) (1995)",Drama,convent the convento o
828,"Adventures of Pinocchio, The (1996)",Adventure|Children's,adventures of pinocchio the
829,Joe's Apartment (1996),Comedy|Musical,joes apartment
830,"First Wives Club, The (1996)",Comedy,first wives club the
831,Stonewall (1995),Drama,stonewall
832,Ransom (1996),Drama|Thriller,ransom
833,High School High (1996),Comedy,high school high
834,Phat Beach (1996),Comedy,phat beach
835,Foxfire (1996),Drama,foxfire
836,Chain Reaction (1996),Action|Adventure|Thriller,chain reaction
837,Matilda (1996),Children's|Comedy,matilda
838,Emma (1996),Comedy|Drama|Romance,emma
839,"Crow: City of Angels, The (1996)",Action|Thriller,crow city of angels the
840,House Arrest (1996),Comedy,house arrest
841,Eyes Without a Face (1959),Horror,eyes without a face
842,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,tales from the crypt presents bordello of blood
843,Lotto Land (1995),Drama,lotto land
844,"Story of Xinghua, The (1993)",Drama,story of xinghua the
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,day the sun turned cold the tianguo niezi
846,Flirt (1995),Drama,flirt
847,"Big Squeeze, The (1996)",Comedy|Drama,big squeeze the
848,"Spitfire Grill, The (1996)",Drama,spitfire grill the
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,escape from la
850,Cyclo (1995),Crime|Drama,cyclo
851,Basquiat (1996),Drama,basquiat
852,Tin Cup (1996),Comedy|Romance,tin cup
853,Dingo (1992),Drama,dingo
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,ballad of narayama the narayama bushiko
855,Every Other Weekend (1990),Drama,every other weekend
856,Mille bolle blu (1993),Comedy,mille bolle blu
857,Crows and Sparrows (1949),Drama,crows and sparrows
858,"Godfather, The (1972)",Action|Crime|Drama,godfather the
859,"Hippie Revolution, The (1996)",Documentary,hippie revolution the
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,maybe maybe not bewegte mann der
861,Supercop (1992),Action|Thriller,supercop
862,Manny & Lo (1996),Drama,manny  lo
863,Celestial Clockwork (1994),Comedy,celestial clockwork
864,"Wife, The (1995)",Comedy|Drama,wife the
865,Small Faces (1995),Drama,small faces
866,Bound (1996),Crime|Drama|Romance|Thriller,bound
867,Carpool (1996),Comedy|Crime,carpool
868,Death in Brunswick (1991),Comedy,death in brunswick
869,Kansas City (1996),Crime,kansas city
870,Gone Fishin' (1997),Comedy,gone fishin
871,Lover's Knot (1996),Comedy,lovers knot
872,Aiqing wansui (1994),Drama,aiqing wansui
873,Shadow of Angels (Schatten der Engel) (1976),Drama,shadow of angels schatten der engel
874,Killer: A Journal of Murder (1995),Crime|Drama,killer a journal of murder
875,Nothing to Lose (1994),Drama,nothing to lose
876,Police Story 4: Project S (Chao ji ji hua) (1993),Action,police story 4 project s chao ji ji hua
877,Girls Town (1996),Drama,girls town
878,Bye-Bye (1995),Drama,byebye
879,"Relic, The (1997)",Horror,relic the
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,island of dr moreau the
881,First Kid (1996),Children's|Comedy,first kid
882,"Trigger Effect, The (1996)",Drama|Thriller,trigger effect the
884,Sweet Nothing (1995),Drama,sweet nothing
885,Bogus (1996),Children's|Drama|Fantasy,bogus
886,Bulletproof (1996),Action,bulletproof
887,Talk of Angels (1998),Drama,talk of angels
888,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's,land before time iii the time of the great giving
889,1-900 (1994),Romance,1900
890,Baton Rouge (1988),Thriller,baton rouge
891,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,halloween the curse of michael myers
892,Twelfth Night (1996),Comedy|Drama|Romance,twelfth night
893,Mother Night (1996),Drama,mother night
894,Liebelei (1933),Romance,liebelei
895,Venice/Venice (1992),Drama,venicevenice
896,Wild Reeds (1994),Drama,wild reeds
897,For Whom the Bell Tolls (1943),Adventure|War,for whom the bell tolls
898,"Philadelphia Story, The (1940)",Comedy|Romance,philadelphia story the
899,Singin' in the Rain (1952),Musical|Romance,singin in the rain
900,"American in Paris, An (1951)",Musical|Romance,american in paris an
901,Funny Face (1957),Comedy|Musical,funny face
902,Breakfast at Tiffany's (1961),Drama|Romance,breakfast at tiffanys
903,Vertigo (1958),Mystery|Thriller,vertigo
904,Rear Window (1954),Mystery|Thriller,rear window
905,It Happened One Night (1934),Comedy,it happened one night
906,Gaslight (1944),Mystery|Thriller,gaslight
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,gay divorcee the
908,North by Northwest (1959),Drama|Thriller,north by northwest
909,"Apartment, The (1960)",Comedy|Drama,apartment the
910,Some Like It Hot (1959),Comedy|Crime,some like it hot
911,Charade (1963),Comedy|Mystery|Romance|Thriller,charade
912,Casablanca (1942),Drama|Romance|War,casablanca
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,maltese falcon the
914,My Fair Lady (1964),Musical|Romance,my fair lady
915,Sabrina (1954),Comedy|Romance,sabrina
916,Roman Holiday (1953),Comedy|Romance,roman holiday
917,"Little Princess, The (1939)",Children's|Drama,little princess the
918,Meet Me in St. Louis (1944),Musical,meet me in st louis
919,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,wizard of oz the
920,Gone with the Wind (1939),Drama|Romance|War,gone with the wind
921,My Favorite Year (1982),Comedy,my favorite year
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,sunset blvd aka sunset boulevard
923,Citizen Kane (1941),Drama,citizen kane
924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,2001 a space odyssey
925,Golden Earrings (1947),Adventure|Romance,golden earrings
926,All About Eve (1950),Drama,all about eve
927,"Women, The (1939)",Comedy,women the
928,Rebecca (1940),Romance|Thriller,rebecca
929,Foreign Correspondent (1940),Thriller,foreign correspondent
930,Notorious (1946),Film-Noir|Romance|Thriller,notorious
931,Spellbound (1945),Mystery|Romance|Thriller,spellbound
932,"Affair to Remember, An (1957)",Romance,affair to remember an
933,To Catch a Thief (1955),Comedy|Romance|Thriller,to catch a thief
934,Father of the Bride (1950),Comedy,father of the bride
935,"Band Wagon, The (1953)",Comedy|Musical,band wagon the
936,Ninotchka (1939),Comedy|Romance,ninotchka
937,Love in the Afternoon (1957),Comedy|Romance,love in the afternoon
938,Gigi (1958),Musical,gigi
939,"Reluctant Debutante, The (1958)",Comedy|Drama,reluctant debutante the
940,"Adventures of Robin Hood, The (1938)",Action|Adventure,adventures of robin hood the
941,"Mark of Zorro, The (1940)",Adventure,mark of zorro the
942,Laura (1944),Crime|Film-Noir|Mystery,laura
943,"Ghost and Mrs. Muir, The (1947)",Drama|Romance,ghost and mrs muir the
944,Lost Horizon (1937),Drama,lost horizon
945,Top Hat (1935),Comedy|Musical|Romance,top hat
946,To Be or Not to Be (1942),Comedy|Drama|War,to be or not to be
947,My Man Godfrey (1936),Comedy,my man godfrey
948,Giant (1956),Drama,giant
949,East of Eden (1955),Drama,east of eden
950,"Thin Man, The (1934)",Mystery,thin man the
951,His Girl Friday (1940),Comedy,his girl friday
952,Around the World in 80 Days (1956),Adventure|Comedy,around the world in 80 days
953,It's a Wonderful Life (1946),Drama,its a wonderful life
954,Mr. Smith Goes to Washington (1939),Drama,mr smith goes to washington
955,Bringing Up Baby (1938),Comedy,bringing up baby
956,Penny Serenade (1941),Drama|Romance,penny serenade
957,"Scarlet Letter, The (1926)",Drama,scarlet letter the
958,Lady of Burlesque (1943),Comedy|Mystery,lady of burlesque
959,Of Human Bondage (1934),Drama,of human bondage
960,Angel on My Shoulder (1946),Crime|Drama,angel on my shoulder
961,Little Lord Fauntleroy (1936),Drama,little lord fauntleroy
962,They Made Me a Criminal (1939),Crime|Drama,they made me a criminal
963,"Inspector General, The (1949)",Musical,inspector general the
964,Angel and the Badman (1947),Western,angel and the badman
965,"39 Steps, The (1935)",Thriller,39 steps the
966,"Walk in the Sun, A (1945)",Drama,walk in the sun a
967,"Outlaw, The (1943)",Western,outlaw the
968,Night of the Living Dead (1968),Horror|Sci-Fi,night of the living dead
969,"African Queen, The (1951)",Action|Adventure|Romance|War,african queen the
970,Beat the Devil (1954),Comedy|Drama,beat the devil
971,Cat on a Hot Tin Roof (1958),Drama,cat on a hot tin roof
972,"Last Time I Saw Paris, The (1954)",Drama,last time i saw paris the
973,Meet John Doe (1941),Drama,meet john doe
974,Algiers (1938),Drama|Romance,algiers
975,Something to Sing About (1937),Comedy|Musical,something to sing about
976,"Farewell to Arms, A (1932)",Romance|War,farewell to arms a
977,Moonlight Murder (1936),Mystery,moonlight murder
978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,blue angel the blaue engel der
979,Nothing Personal (1995),Drama|War,nothing personal
980,In the Line of Duty 2 (1987),Action,in the line of duty 2
981,Dangerous Ground (1997),Drama,dangerous ground
982,Picnic (1955),Drama,picnic
983,Madagascar Skin (1995),Romance,madagascar skin
984,"Pompatus of Love, The (1996)",Comedy|Drama,pompatus of love the
985,Small Wonders (1996),Documentary,small wonders
986,Fly Away Home (1996),Adventure|Children's,fly away home
987,Bliss (1997),Drama|Romance,bliss
988,Grace of My Heart (1996),Comedy|Drama,grace of my heart
989,Schlafes Bruder (Brother of Sleep) (1995),Drama,schlafes bruder brother of sleep
990,Maximum Risk (1996),Action|Adventure|Thriller,maximum risk
991,Michael Collins (1996),Drama|War,michael collins
992,"Rich Man's Wife, The (1996)",Thriller,rich mans wife the
993,Infinity (1996),Drama,infinity
994,Big Night (1996),Drama,big night
996,Last Man Standing (1996),Action|Drama|Western,last man standing
997,Caught (1996),Drama|Thriller,caught
998,Set It Off (1996),Action|Crime,set it off
999,2 Days in the Valley (1996),Crime,2 days in the valley
1000,Curdled (1996),Crime,curdled
1001,"Associate, The (L'Associe)(1982)",Comedy,associate the lassocie
1002,Ed's Next Move (1996),Comedy,eds next move
1003,Extreme Measures (1996),Drama|Thriller,extreme measures
1004,"Glimmer Man, The (1996)",Action|Thriller,glimmer man the
1005,D3: The Mighty Ducks (1996),Children's|Comedy,d3 the mighty ducks
1006,"Chamber, The (1996)",Drama,chamber the
1007,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,apple dumpling gang the
1008,"Davy Crockett, King of the Wild Frontier (1955)",Western,davy crockett king of the wild frontier
1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,escape to witch mountain
1010,"Love Bug, The (1969)",Children's|Comedy,love bug the
1011,Herbie Rides Again (1974),Adventure|Children's|Comedy,herbie rides again
1012,Old Yeller (1957),Children's|Drama,old yeller
1013,"Parent Trap, The (1961)",Children's|Drama,parent trap the
1014,Pollyanna (1960),Children's|Comedy|Drama,pollyanna
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,homeward bound the incredible journey
1016,"Shaggy Dog, The (1959)",Children's|Comedy,shaggy dog the
1017,Swiss Family Robinson (1960),Adventure|Children's,swiss family robinson
1018,That Darn Cat! (1965),Children's|Comedy|Mystery,that darn cat
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,20000 leagues under the sea
1020,Cool Runnings (1993),Comedy,cool runnings
1021,Angels in the Outfield (1994),Children's|Comedy,angels in the outfield
1022,Cinderella (1950),Animation|Children's|Musical,cinderella
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,winnie the pooh and the blustery day
1024,"Three Caballeros, The (1945)",Animation|Children's|Musical,three caballeros the
1025,"Sword in the Stone, The (1963)",Animation|Children's,sword in the stone the
1026,So Dear to My Heart (1949),Children's|Drama,so dear to my heart
1027,Robin Hood: Prince of Thieves (1991),Drama,robin hood prince of thieves
1028,Mary Poppins (1964),Children's|Comedy|Musical,mary poppins
1029,Dumbo (1941),Animation|Children's|Musical,dumbo
1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,petes dragon
1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,bedknobs and broomsticks
1032,Alice in Wonderland (1951),Animation|Children's|Musical,alice in wonderland
1033,"Fox and the Hound, The (1981)",Animation|Children's,fox and the hound the
1034,Freeway (1996),Crime,freeway
1035,"Sound of Music, The (1965)",Musical,sound of music the
1036,Die Hard (1988),Action|Thriller,die hard
1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,lawnmower man the
1038,Unhook the Stars (1996),Drama,unhook the stars
1039,Synthetic Pleasures (1995),Documentary,synthetic pleasures
1040,"Secret Agent, The (1996)",Drama,secret agent the
1041,Secrets & Lies (1996),Drama,secrets  lies
1042,That Thing You Do! (1996),Comedy,that thing you do
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,to gillian on her 37th birthday
1044,Surviving Picasso (1996),Drama,surviving picasso
1045,Love Is All There Is (1996),Comedy|Drama,love is all there is
1046,Beautiful Thing (1996),Drama|Romance,beautiful thing
1047,"Long Kiss Goodnight, The (1996)",Action|Thriller,long kiss goodnight the
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,ghost and the darkness the
1050,Looking for Richard (1996),Documentary|Drama,looking for richard
1051,Trees Lounge (1996),Drama,trees lounge
1052,"Proprietor, The (1996)",Drama,proprietor the
1053,Normal Life (1996),Crime|Drama,normal life
1054,Get on the Bus (1996),Drama,get on the bus
1055,Shadow Conspiracy (1997),Thriller,shadow conspiracy
1056,Jude (1996),Drama,jude
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,everyone says i love you
1058,Bitter Sugar (Azucar Amargo) (1996),Drama,bitter sugar azucar amargo
1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,william shakespeares romeo and juliet
1060,Swingers (1996),Comedy|Drama,swingers
1061,Sleepers (1996),Crime|Drama,sleepers
1062,"Sunchaser, The (1996)",Drama,sunchaser the
1063,Johns (1996),Drama,johns
1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,aladdin and the king of thieves
1065,"Woman in Question, The (1950)",Mystery,woman in question the
1066,Shall We Dance? (1937),Comedy|Musical|Romance,shall we dance
1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,damsel in distress a
1068,Crossfire (1947),Crime|Film-Noir,crossfire
1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,murder my sweet
1070,Macao (1952),Adventure,macao
1071,For the Moment (1994),Romance|War,for the moment
1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,willy wonka and the chocolate factory
1075,"Sexual Life of the Belgians, The (1994)",Comedy,sexual life of the belgians the
1076,"Innocents, The (1961)",Thriller,innocents the
1077,Sleeper (1973),Comedy|Sci-Fi,sleeper
1078,Bananas (1971),Comedy|War,bananas
1079,"Fish Called Wanda, A (1988)",Comedy,fish called wanda a
1080,Monty Python's Life of Brian (1979),Comedy,monty pythons life of brian
1081,Victor/Victoria (1982),Comedy|Musical,victorvictoria
1082,"Candidate, The (1972)",Drama,candidate the
1083,"Great Race, The (1965)",Comedy|Musical,great race the
1084,Bonnie and Clyde (1967),Crime|Drama,bonnie and clyde
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,old man and the sea the
1086,Dial M for Murder (1954),Mystery|Thriller,dial m for murder
1087,Madame Butterfly (1995),Musical,madame butterfly
1088,Dirty Dancing (1987),Musical|Romance,dirty dancing
1089,Reservoir Dogs (1992),Crime|Thriller,reservoir dogs
1090,Platoon (1986),Drama|War,platoon
1091,Weekend at Bernie's (1989),Comedy,weekend at bernies
1092,Basic Instinct (1992),Mystery|Thriller,basic instinct
1093,"Doors, The (1991)",Drama|Musical,doors the
1094,"Crying Game, The (1992)",Drama|Romance|War,crying game the
1095,Glengarry Glen Ross (1992),Drama,glengarry glen ross
1096,Sophie's Choice (1982),Drama,sophies choice
1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,et the extraterrestrial
1098,"Search for One-eye Jimmy, The (1996)",Comedy,search for oneeye jimmy the
1099,"Christmas Carol, A (1938)",Drama,christmas carol a
1100,Days of Thunder (1990),Action|Romance,days of thunder
1101,Top Gun (1986),Action|Romance,top gun
1102,American Strays (1996),Action,american strays
1103,Rebel Without a Cause (1955),Drama,rebel without a cause
1104,"Streetcar Named Desire, A (1951)",Drama,streetcar named desire a
1105,Children of the Corn IV: The Gathering (1996),Horror,children of the corn iv the gathering
1106,"Leopard Son, The (1996)",Documentary,leopard son the
1107,Loser (1991),Comedy,loser
1108,Prerokbe Ognja (1995),Documentary,prerokbe ognja
1109,Charm's Incidents (1996),Drama,charms incidents
1110,Bird of Prey (1996),Action,bird of prey
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,microcosmos microcosmos le peuple de lherbe
1112,Palookaville (1996),Action|Drama,palookaville
1113,"Associate, The (1996)",Comedy,associate the
1114,"Funeral, The (1996)",Drama,funeral the
1115,Sleepover (1995),Comedy|Drama,sleepover
1116,"Single Girl, A (La Fille Seule) (1995)",Drama,single girl a la fille seule
1117,"Eighth Day, The (Le Huitième jour ) (1996)",Drama,eighth day the le huitime jour
1118,Tashunga (1995),Adventure|Western,tashunga
1119,Drunks (1997),Drama,drunks
1120,"People vs. Larry Flynt, The (1996)",Drama,people vs larry flynt the
1121,Glory Daze (1996),Drama,glory daze
1122,Plutonium Circus (1995),Documentary,plutonium circus
1123,"Perfect Candidate, A (1996)",Documentary,perfect candidate a
1124,On Golden Pond (1981),Drama,on golden pond
1125,"Return of the Pink Panther, The (1974)",Comedy,return of the pink panther the
1126,Drop Dead Fred (1991),Comedy|Fantasy,drop dead fred
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,abyss the
1128,"Fog, The (1980)",Horror,fog the
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,escape from new york
1130,"Howling, The (1980)",Horror,howling the
1131,Jean de Florette (1986),Drama,jean de florette
1132,Manon of the Spring (Manon des sources) (1986),Drama,manon of the spring manon des sources
1133,Talking About Sex (1994),Comedy|Drama,talking about sex
1134,Johnny 100 Pesos (1993),Action|Drama,johnny 100 pesos
1135,Private Benjamin (1980),Comedy,private benjamin
1136,Monty Python and the Holy Grail (1974),Comedy,monty python and the holy grail
1137,Hustler White (1996),Romance,hustler white
1138,Dadetown (1995),Documentary,dadetown
1139,Everything Relative (1996),Drama,everything relative
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,entertaining angels the dorothy day story
1141,Hoogste tijd (1995),Drama,hoogste tijd
1142,Get Over It (1996),Drama,get over it
1143,Three Lives and Only One Death (1996),Comedy,three lives and only one death
1144,"Line King: Al Hirschfeld, The (1996)",Documentary,line king al hirschfeld the
1145,Snowriders (1996),Documentary,snowriders
1146,Curtis's Charm (1995),Comedy|Drama,curtiss charm
1147,When We Were Kings (1996),Documentary,when we were kings
1148,"Wrong Trousers, The (1993)",Animation|Comedy,wrong trousers the
1149,JLG/JLG - autoportrait de décembre (1994),Documentary|Drama,jlgjlg  autoportrait de dcembre
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,return of martin guerre the retour de martin guerre le
1151,Faust (1994),Animation|Comedy|Thriller,faust
1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,he walked by night
1153,Raw Deal (1948),Film-Noir,raw deal
1154,T-Men (1947),Film-Noir,tmen
1155,"Invitation, The (Zaproszenie) (1986)",Drama,invitation the zaproszenie
1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama,children are watching us the bambini ci guardano i
1157,"Symphonie pastorale, La (1946)",Drama,symphonie pastorale la
1158,Here Comes Cookie (1935),Comedy,here comes cookie
1159,Love in Bloom (1935),Romance,love in bloom
1160,Six of a Kind (1934),Comedy,six of a kind
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,tin drum the blechtrommel die
1162,"Ruling Class, The (1972)",Comedy,ruling class the
1163,Mina Tannenbaum (1994),Drama,mina tannenbaum
1164,Two or Three Things I Know About Her (1966),Drama,two or three things i know about her
1165,"Bloody Child, The (1996)",Drama|Thriller,bloody child the
1166,Farmer & Chase (1995),Comedy,farmer  chase
1167,Dear God (1996),Comedy,dear god
1168,Bad Moon (1996),Horror,bad moon
1169,American Dream (1990),Documentary,american dream
1170,Best of the Best 3: No Turning Back (1995),Action,best of the best 3 no turning back
1171,Bob Roberts (1992),Comedy,bob roberts
1172,Cinema Paradiso (1988),Comedy|Drama|Romance,cinema paradiso
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,cook the thief his wife  her lover the
1174,Grosse Fatigue (1994),Comedy,grosse fatigue
1175,Delicatessen (1991),Comedy|Sci-Fi,delicatessen
1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama,double life of veronique the la double vie de vronique
1177,Enchanted April (1991),Drama,enchanted april
1178,Paths of Glory (1957),Drama|War,paths of glory
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,grifters the
1180,Hear My Song (1991),Comedy,hear my song
1181,"Shooter, The (1995)",Action,shooter the
1183,"English Patient, The (1996)",Drama|Romance|War,english patient the
1184,Mediterraneo (1991),Comedy|War,mediterraneo
1185,My Left Foot (1989),Drama,my left foot
1186,"Sex, Lies, and Videotape (1989)",Drama,sex lies and videotape
1187,Passion Fish (1992),Drama,passion fish
1188,Strictly Ballroom (1992),Comedy|Romance,strictly ballroom
1189,"Thin Blue Line, The (1988)",Documentary,thin blue line the
1190,Tie Me Up! Tie Me Down! (1990),Drama,tie me up tie me down
1191,Madonna: Truth or Dare (1991),Documentary,madonna truth or dare
1192,Paris Is Burning (1990),Documentary,paris is burning
1193,One Flew Over the Cuckoo's Nest (1975),Drama,one flew over the cuckoos nest
1194,Up in Smoke (1978),Comedy,up in smoke
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,star wars episode v  the empire strikes back
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,princess bride the
1198,Raiders of the Lost Ark (1981),Action|Adventure,raiders of the lost ark
1199,Brazil (1985),Sci-Fi,brazil
1200,Aliens (1986),Action|Sci-Fi|Thriller|War,aliens
1201,"Good, The Bad and The Ugly, The (1966)",Action|Western,good the bad and the ugly the
1202,Withnail and I (1987),Comedy,withnail and i
1203,12 Angry Men (1957),Drama,12 angry men
1204,Lawrence of Arabia (1962),Adventure|War,lawrence of arabia
1205,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War,transformers the movie the
1206,"Clockwork Orange, A (1971)",Sci-Fi,clockwork orange a
1207,To Kill a Mockingbird (1962),Drama,to kill a mockingbird
1208,Apocalypse Now (1979),Drama|War,apocalypse now
1209,Once Upon a Time in the West (1969),Western,once upon a time in the west
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,star wars episode vi  return of the jedi
1211,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance,wings of desire der himmel ber berlin
1212,"Third Man, The (1949)",Mystery|Thriller,third man the
1213,GoodFellas (1990),Crime|Drama,goodfellas
1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,alien
1215,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,army of darkness
1216,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance,big blue the le grand bleu
1217,Ran (1985),Drama|War,ran
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,killer the die xue shuang xiong
1219,Psycho (1960),Horror|Thriller,psycho
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,blues brothers the
1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,godfather part ii the
1222,Full Metal Jacket (1987),Action|Drama|War,full metal jacket
1223,"Grand Day Out, A (1992)",Animation|Comedy,grand day out a
1224,Henry V (1989),Drama|War,henry v
1225,Amadeus (1984),Drama,amadeus
1226,"Quiet Man, The (1952)",Comedy|Romance,quiet man the
1227,Once Upon a Time in America (1984),Crime|Drama|Thriller,once upon a time in america
1228,Raging Bull (1980),Drama,raging bull
1230,Annie Hall (1977),Comedy|Romance,annie hall
1231,"Right Stuff, The (1983)",Drama,right stuff the
1232,Stalker (1979),Mystery|Sci-Fi,stalker
1233,"Boat, The (Das Boot) (1981)",Action|Drama|War,boat the das boot
1234,"Sting, The (1973)",Comedy|Crime,sting the
1235,Harold and Maude (1971),Comedy,harold and maude
1236,Trust (1990),Comedy|Drama,trust
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,seventh seal the sjunde inseglet det
1238,Local Hero (1983),Comedy,local hero
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,terminator the
1241,Braindead (1992),Comedy|Horror,braindead
1242,Glory (1989),Action|Drama|War,glory
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,rosencrantz and guildenstern are dead
1244,Manhattan (1979),Comedy|Drama|Romance,manhattan
1245,Miller's Crossing (1990),Drama,millers crossing
1246,Dead Poets Society (1989),Drama,dead poets society
1247,"Graduate, The (1967)",Drama|Romance,graduate the
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,touch of evil
1249,Nikita (La Femme Nikita) (1990),Thriller,nikita la femme nikita
1250,"Bridge on the River Kwai, The (1957)",Drama|War,bridge on the river kwai the
1251,8 1/2 (1963),Drama,8 12
1252,Chinatown (1974),Film-Noir|Mystery|Thriller,chinatown
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,day the earth stood still the
1254,"Treasure of the Sierra Madre, The (1948)",Adventure,treasure of the sierra madre the
1255,Bad Taste (1987),Comedy|Horror,bad taste
1256,Duck Soup (1933),Comedy|War,duck soup
1257,Better Off Dead... (1985),Comedy,better off dead
1258,"Shining, The (1980)",Horror,shining the
1259,Stand by Me (1986),Adventure|Comedy|Drama,stand by me
1260,M (1931),Crime|Film-Noir|Thriller,m
1261,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,evil dead ii dead by dawn
1262,"Great Escape, The (1963)",Adventure|War,great escape the
1263,"Deer Hunter, The (1978)",Drama|War,deer hunter the
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,diva
1265,Groundhog Day (1993),Comedy|Romance,groundhog day
1266,Unforgiven (1992),Western,unforgiven
1267,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,manchurian candidate the
1268,Pump Up the Volume (1990),Drama,pump up the volume
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,arsenic and old lace
1270,Back to the Future (1985),Comedy|Sci-Fi,back to the future
1271,Fried Green Tomatoes (1991),Drama,fried green tomatoes
1272,Patton (1970),Drama|War,patton
1273,Down by Law (1986),Comedy|Drama,down by law
1274,Akira (1988),Adventure|Animation|Sci-Fi|Thriller,akira
1275,Highlander (1986),Action|Adventure,highlander
1276,Cool Hand Luke (1967),Comedy|Drama,cool hand luke
1277,Cyrano de Bergerac (1990),Action|Drama|Romance,cyrano de bergerac
1278,Young Frankenstein (1974),Comedy|Horror,young frankenstein
